"TimeCreated","RecordId","EventId","Channel","Provider","Level","Computer","UserSid","EventData","Message"
"2026-08-02T10:58:03.060Z","6613","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Environment"" is Started.   Details:  	ProviderName=Environment 	NewProviderState=Started  	SequenceNumber=112  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:03.060Z","6612","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Alias"" is Started.   Details:  	ProviderName=Alias 	NewProviderState=Started  	SequenceNumber=110  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:03.060Z","6611","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Registry"" is Started.   Details:  	ProviderName=Registry 	NewProviderState=Started  	SequenceNumber=108  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:03.055Z","6610","400","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Engine state is changed from None to Available.   Details:  	NewEngineState=Available 	PreviousEngineState=None  	SequenceNumber=106  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion=5.1.26100.8875 	RunspaceId=54e3ea20-23bc-418c-9fe7-6a725aa8b410 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:03.054Z","6609","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""WSMan"" is Started.   Details:  	ProviderName=WSMan 	NewProviderState=Started  	SequenceNumber=104  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:03.054Z","6608","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Certificate"" is Started.   Details:  	ProviderName=Certificate 	NewProviderState=Started  	SequenceNumber=102  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:03.054Z","6607","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Variable"" is Started.   Details:  	ProviderName=Variable 	NewProviderState=Started  	SequenceNumber=100  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:03.053Z","6606","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Function"" is Started.   Details:  	ProviderName=Function 	NewProviderState=Started  	SequenceNumber=98  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:03.053Z","6605","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""FileSystem"" is Started.   Details:  	ProviderName=FileSystem 	NewProviderState=Started  	SequenceNumber=96  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:03.053Z","6604","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Environment"" is Started.   Details:  	ProviderName=Environment 	NewProviderState=Started  	SequenceNumber=94  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:03.053Z","6603","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Alias"" is Started.   Details:  	ProviderName=Alias 	NewProviderState=Started  	SequenceNumber=92  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:03.053Z","6602","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Registry"" is Started.   Details:  	ProviderName=Registry 	NewProviderState=Started  	SequenceNumber=90  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=174142ec-40a8-45ca-8cc7-c75fccf69d05 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:02.782Z","6601","800","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Pipeline execution details for command line:     Add-Type -Path ""$PSScriptRoot/Newtonsoft.Json.dll"" .   Context Information:  	DetailSequence=1 	DetailTotal=1  	SequenceNumber=88  	UserId=LAPTOP-8SM7PKPU\yaswa 	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=163bc22f-a12c-49f8-9d09-883f98b20a99 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion=5.1.26100.8875 	RunspaceId=1f2a5821-eee4-49ae-a704-d621f04e032d 	PipelineId=1 	ScriptName=C:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PSScriptAnalyzer\1.24.0\PSScriptAnalyzer.psm1 	CommandLine=    Add-Type -Path ""$PSScriptRoot/Newtonsoft.Json.dll""    Details:  CommandInvocation(Add-Type): ""Add-Type"" ParameterBinding(Add-Type): name=""Path""; value=""C:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PSScriptAnalyzer\1.24.0/Newtonsoft.Json.dll"" "
"2026-08-02T10:58:02.654Z","6600","400","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Engine state is changed from None to Available.   Details:  	NewEngineState=Available 	PreviousEngineState=None  	SequenceNumber=86  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=163bc22f-a12c-49f8-9d09-883f98b20a99 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion=5.1.26100.8875 	RunspaceId=1f2a5821-eee4-49ae-a704-d621f04e032d 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:02.653Z","6599","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Variable"" is Started.   Details:  	ProviderName=Variable 	NewProviderState=Started  	SequenceNumber=84  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=163bc22f-a12c-49f8-9d09-883f98b20a99 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:02.653Z","6598","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Function"" is Started.   Details:  	ProviderName=Function 	NewProviderState=Started  	SequenceNumber=82  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=163bc22f-a12c-49f8-9d09-883f98b20a99 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:02.652Z","6597","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""FileSystem"" is Started.   Details:  	ProviderName=FileSystem 	NewProviderState=Started  	SequenceNumber=80  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=163bc22f-a12c-49f8-9d09-883f98b20a99 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
"2026-08-02T10:58:02.652Z","6596","600","Windows PowerShell","PowerShell","Information","LAPTOP-8SM7PKPU",,"{""Data"":["""","""",""""]}","Provider ""Environment"" is Started.   Details:  	ProviderName=Environment 	NewProviderState=Started  	SequenceNumber=78  	HostName=Default Host 	HostVersion=5.1.26100.8875 	HostId=163bc22f-a12c-49f8-9d09-883f98b20a99 	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()  	EngineVersion= 	RunspaceId= 	PipelineId= 	CommandName= 	CommandType= 	ScriptName= 	CommandPath= 	CommandLine="
