"TimeCreated","RecordId","EventId","Channel","Provider","Level","Computer","UserSid","EventData","Message"
"2026-08-02T11:25:19.900Z","4226","4100","Microsoft-Windows-PowerShell/Operational","Microsoft-Windows-PowerShell","Warning","LAPTOP-8SM7PKPU","S-1-5-21-3119828605-3733597828-3599172180-1001","{""ContextInfo"":""        Severity = Warning\n        Host Name = Visual Studio Code Host\n        Host Version = 2025.4.0\n        Host ID = eba7ad3a-ba65-4d04-be04-c760678eb620\n        Host Application = C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module \u0027c:\\Users\\yaswa\\.vscode\\extensions\\ms-vscode.powershell-2025.4.0\\modules\\PowerShellEditorServices\\PowerShellEditorServices.psd1\u0027; Start-EditorServices -HostName \u0027Visual Studio Code Host\u0027 -HostProfileId \u0027Microsoft.VSCode\u0027 -HostVersion \u00272025.4.0\u0027 -BundledModulesPath \u0027c:\\Users\\yaswa\\.vscode\\extensions\\ms-vscode.powershell-2025.4.0\\modules\u0027 -EnableConsoleRepl -StartupBanner \""PowerShell Extension v2025.4.0\nCopyright (c) Microsoft Corporation.\n\nhttps://aka.ms/vscode-powershell\nType \u0027help\u0027 to get help.\n\"" -LogLevel \u0027Warning\u0027 -LogPath \u0027c:\\Users\\yaswa\\AppData\\Roaming\\Code\\logs\\20260730T121325\\window3\\exthost\\ms-vscode.powershell\u0027 -SessionDetailsPath \u0027c:\\Users\\yaswa\\AppData\\Roaming\\Code\\User\\globalStorage\\ms-vscode.powershell\\sessions\\PSES-VSCode-20148-876616.json\u0027 -FeatureFlags @() \n        Engine Version = 5.1.26100.8875\n        Runspace ID = b2b9c8f5-1f0c-4928-af6e-269b2c2642ba\n        Pipeline ID = 72\n        Command Name = Get-WinEvent\n        Command Type = Cmdlet\n        Script Name = C:\\Users\\yaswa\\Desktop\\Dissertation\\Project Artifact\\Automation_Script\\Collect-WinEventLogs.ps1\n        Command Path = \n        Sequence Number = 139\n        User = LAPTOP-8SM7PKPU\\yaswa\n        Connected User = \n        Shell ID = Microsoft.PowerShell\n"",""Payload"":""Error Message = The running command stopped because the preference variable \""ErrorActionPreference\"" or common parameter is set to Stop: No events were found that match the specified selection criteria.\nFully Qualified Error ID = NoMatchingEventsFound,Microsoft.PowerShell.Commands.GetWinEventCommand\n"",""UserData"":""""}","Error Message = The running command stopped because the preference variable ""ErrorActionPreference"" or common parameter is set to Stop: No events were found that match the specified selection criteria. Fully Qualified Error ID = NoMatchingEventsFound,Microsoft.PowerShell.Commands.GetWinEventCommand   Context:         Severity = Warning         Host Name = Visual Studio Code Host         Host Version = 2025.4.0         Host ID = eba7ad3a-ba65-4d04-be04-c760678eb620         Host Application = C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()          Engine Version = 5.1.26100.8875         Runspace ID = b2b9c8f5-1f0c-4928-af6e-269b2c2642ba         Pipeline ID = 72         Command Name = Get-WinEvent         Command Type = Cmdlet         Script Name = C:\Users\yaswa\Desktop\Dissertation\Project Artifact\Automation_Script\Collect-WinEventLogs.ps1         Command Path =          Sequence Number = 139         User = LAPTOP-8SM7PKPU\yaswa         Connected User =          Shell ID = Microsoft.PowerShell   User Data:  "
"2026-08-02T11:25:19.855Z","4225","4100","Microsoft-Windows-PowerShell/Operational","Microsoft-Windows-PowerShell","Warning","LAPTOP-8SM7PKPU","S-1-5-21-3119828605-3733597828-3599172180-1001","{""ContextInfo"":""        Severity = Warning\n        Host Name = Visual Studio Code Host\n        Host Version = 2025.4.0\n        Host ID = eba7ad3a-ba65-4d04-be04-c760678eb620\n        Host Application = C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module \u0027c:\\Users\\yaswa\\.vscode\\extensions\\ms-vscode.powershell-2025.4.0\\modules\\PowerShellEditorServices\\PowerShellEditorServices.psd1\u0027; Start-EditorServices -HostName \u0027Visual Studio Code Host\u0027 -HostProfileId \u0027Microsoft.VSCode\u0027 -HostVersion \u00272025.4.0\u0027 -BundledModulesPath \u0027c:\\Users\\yaswa\\.vscode\\extensions\\ms-vscode.powershell-2025.4.0\\modules\u0027 -EnableConsoleRepl -StartupBanner \""PowerShell Extension v2025.4.0\nCopyright (c) Microsoft Corporation.\n\nhttps://aka.ms/vscode-powershell\nType \u0027help\u0027 to get help.\n\"" -LogLevel \u0027Warning\u0027 -LogPath \u0027c:\\Users\\yaswa\\AppData\\Roaming\\Code\\logs\\20260730T121325\\window3\\exthost\\ms-vscode.powershell\u0027 -SessionDetailsPath \u0027c:\\Users\\yaswa\\AppData\\Roaming\\Code\\User\\globalStorage\\ms-vscode.powershell\\sessions\\PSES-VSCode-20148-876616.json\u0027 -FeatureFlags @() \n        Engine Version = 5.1.26100.8875\n        Runspace ID = b2b9c8f5-1f0c-4928-af6e-269b2c2642ba\n        Pipeline ID = 72\n        Command Name = Get-WinEvent\n        Command Type = Cmdlet\n        Script Name = C:\\Users\\yaswa\\Desktop\\Dissertation\\Project Artifact\\Automation_Script\\Collect-WinEventLogs.ps1\n        Command Path = \n        Sequence Number = 138\n        User = LAPTOP-8SM7PKPU\\yaswa\n        Connected User = \n        Shell ID = Microsoft.PowerShell\n"",""Payload"":""Error Message = The running command stopped because the preference variable \""ErrorActionPreference\"" or common parameter is set to Stop: No events were found that match the specified selection criteria.\nFully Qualified Error ID = NoMatchingEventsFound,Microsoft.PowerShell.Commands.GetWinEventCommand\n"",""UserData"":""""}","Error Message = The running command stopped because the preference variable ""ErrorActionPreference"" or common parameter is set to Stop: No events were found that match the specified selection criteria. Fully Qualified Error ID = NoMatchingEventsFound,Microsoft.PowerShell.Commands.GetWinEventCommand   Context:         Severity = Warning         Host Name = Visual Studio Code Host         Host Version = 2025.4.0         Host ID = eba7ad3a-ba65-4d04-be04-c760678eb620         Host Application = C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()          Engine Version = 5.1.26100.8875         Runspace ID = b2b9c8f5-1f0c-4928-af6e-269b2c2642ba         Pipeline ID = 72         Command Name = Get-WinEvent         Command Type = Cmdlet         Script Name = C:\Users\yaswa\Desktop\Dissertation\Project Artifact\Automation_Script\Collect-WinEventLogs.ps1         Command Path =          Sequence Number = 138         User = LAPTOP-8SM7PKPU\yaswa         Connected User =          Shell ID = Microsoft.PowerShell   User Data:  "
"2026-08-02T11:25:14.183Z","4224","4100","Microsoft-Windows-PowerShell/Operational","Microsoft-Windows-PowerShell","Warning","LAPTOP-8SM7PKPU","S-1-5-21-3119828605-3733597828-3599172180-1001","{""ContextInfo"":""        Severity = Warning\n        Host Name = Visual Studio Code Host\n        Host Version = 2025.4.0\n        Host ID = eba7ad3a-ba65-4d04-be04-c760678eb620\n        Host Application = C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module \u0027c:\\Users\\yaswa\\.vscode\\extensions\\ms-vscode.powershell-2025.4.0\\modules\\PowerShellEditorServices\\PowerShellEditorServices.psd1\u0027; Start-EditorServices -HostName \u0027Visual Studio Code Host\u0027 -HostProfileId \u0027Microsoft.VSCode\u0027 -HostVersion \u00272025.4.0\u0027 -BundledModulesPath \u0027c:\\Users\\yaswa\\.vscode\\extensions\\ms-vscode.powershell-2025.4.0\\modules\u0027 -EnableConsoleRepl -StartupBanner \""PowerShell Extension v2025.4.0\nCopyright (c) Microsoft Corporation.\n\nhttps://aka.ms/vscode-powershell\nType \u0027help\u0027 to get help.\n\"" -LogLevel \u0027Warning\u0027 -LogPath \u0027c:\\Users\\yaswa\\AppData\\Roaming\\Code\\logs\\20260730T121325\\window3\\exthost\\ms-vscode.powershell\u0027 -SessionDetailsPath \u0027c:\\Users\\yaswa\\AppData\\Roaming\\Code\\User\\globalStorage\\ms-vscode.powershell\\sessions\\PSES-VSCode-20148-876616.json\u0027 -FeatureFlags @() \n        Engine Version = 5.1.26100.8875\n        Runspace ID = b2b9c8f5-1f0c-4928-af6e-269b2c2642ba\n        Pipeline ID = 72\n        Command Name = Get-WinEvent\n        Command Type = Cmdlet\n        Script Name = C:\\Users\\yaswa\\Desktop\\Dissertation\\Project Artifact\\Automation_Script\\Collect-WinEventLogs.ps1\n        Command Path = \n        Sequence Number = 137\n        User = LAPTOP-8SM7PKPU\\yaswa\n        Connected User = \n        Shell ID = Microsoft.PowerShell\n"",""Payload"":""Error Message = The running command stopped because the preference variable \""ErrorActionPreference\"" or common parameter is set to Stop: There is not an event log on the localhost computer that matches \""Microsoft-Windows-Sysmon/Operational\"".\nFully Qualified Error ID = NoMatchingLogsFound,Microsoft.PowerShell.Commands.GetWinEventCommand\n"",""UserData"":""""}","Error Message = The running command stopped because the preference variable ""ErrorActionPreference"" or common parameter is set to Stop: There is not an event log on the localhost computer that matches ""Microsoft-Windows-Sysmon/Operational"". Fully Qualified Error ID = NoMatchingLogsFound,Microsoft.PowerShell.Commands.GetWinEventCommand   Context:         Severity = Warning         Host Name = Visual Studio Code Host         Host Version = 2025.4.0         Host ID = eba7ad3a-ba65-4d04-be04-c760678eb620         Host Application = C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()          Engine Version = 5.1.26100.8875         Runspace ID = b2b9c8f5-1f0c-4928-af6e-269b2c2642ba         Pipeline ID = 72         Command Name = Get-WinEvent         Command Type = Cmdlet         Script Name = C:\Users\yaswa\Desktop\Dissertation\Project Artifact\Automation_Script\Collect-WinEventLogs.ps1         Command Path =          Sequence Number = 137         User = LAPTOP-8SM7PKPU\yaswa         Connected User =          Shell ID = Microsoft.PowerShell   User Data:  "
"2026-08-02T11:25:13.181Z","4223","4100","Microsoft-Windows-PowerShell/Operational","Microsoft-Windows-PowerShell","Warning","LAPTOP-8SM7PKPU","S-1-5-21-3119828605-3733597828-3599172180-1001","{""ContextInfo"":""        Severity = Warning\n        Host Name = Visual Studio Code Host\n        Host Version = 2025.4.0\n        Host ID = eba7ad3a-ba65-4d04-be04-c760678eb620\n        Host Application = C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module \u0027c:\\Users\\yaswa\\.vscode\\extensions\\ms-vscode.powershell-2025.4.0\\modules\\PowerShellEditorServices\\PowerShellEditorServices.psd1\u0027; Start-EditorServices -HostName \u0027Visual Studio Code Host\u0027 -HostProfileId \u0027Microsoft.VSCode\u0027 -HostVersion \u00272025.4.0\u0027 -BundledModulesPath \u0027c:\\Users\\yaswa\\.vscode\\extensions\\ms-vscode.powershell-2025.4.0\\modules\u0027 -EnableConsoleRepl -StartupBanner \""PowerShell Extension v2025.4.0\nCopyright (c) Microsoft Corporation.\n\nhttps://aka.ms/vscode-powershell\nType \u0027help\u0027 to get help.\n\"" -LogLevel \u0027Warning\u0027 -LogPath \u0027c:\\Users\\yaswa\\AppData\\Roaming\\Code\\logs\\20260730T121325\\window3\\exthost\\ms-vscode.powershell\u0027 -SessionDetailsPath \u0027c:\\Users\\yaswa\\AppData\\Roaming\\Code\\User\\globalStorage\\ms-vscode.powershell\\sessions\\PSES-VSCode-20148-876616.json\u0027 -FeatureFlags @() \n        Engine Version = 5.1.26100.8875\n        Runspace ID = b2b9c8f5-1f0c-4928-af6e-269b2c2642ba\n        Pipeline ID = 72\n        Command Name = Get-WinEvent\n        Command Type = Cmdlet\n        Script Name = C:\\Users\\yaswa\\Desktop\\Dissertation\\Project Artifact\\Automation_Script\\Collect-WinEventLogs.ps1\n        Command Path = \n        Sequence Number = 136\n        User = LAPTOP-8SM7PKPU\\yaswa\n        Connected User = \n        Shell ID = Microsoft.PowerShell\n"",""Payload"":""Error Message = The running command stopped because the preference variable \""ErrorActionPreference\"" or common parameter is set to Stop: Could not retrieve information about the Security log. Error: Attempted to perform an unauthorized operation..\nFully Qualified Error ID = LogInfoUnavailable,Microsoft.PowerShell.Commands.GetWinEventCommand\n"",""UserData"":""""}","Error Message = The running command stopped because the preference variable ""ErrorActionPreference"" or common parameter is set to Stop: Could not retrieve information about the Security log. Error: Attempted to perform an unauthorized operation.. Fully Qualified Error ID = LogInfoUnavailable,Microsoft.PowerShell.Commands.GetWinEventCommand   Context:         Severity = Warning         Host Name = Visual Studio Code Host         Host Version = 2025.4.0         Host ID = eba7ad3a-ba65-4d04-be04-c760678eb620         Host Application = C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command Import-Module 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\yaswa\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner ""PowerShell Extension v2025.4.0 Copyright (c) Microsoft Corporation.  https://aka.ms/vscode-powershell Type 'help' to get help. "" -LogLevel 'Warning' -LogPath 'c:\Users\yaswa\AppData\Roaming\Code\logs\20260730T121325\window3\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\yaswa\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20148-876616.json' -FeatureFlags @()          Engine Version = 5.1.26100.8875         Runspace ID = b2b9c8f5-1f0c-4928-af6e-269b2c2642ba         Pipeline ID = 72         Command Name = Get-WinEvent         Command Type = Cmdlet         Script Name = C:\Users\yaswa\Desktop\Dissertation\Project Artifact\Automation_Script\Collect-WinEventLogs.ps1         Command Path =          Sequence Number = 136         User = LAPTOP-8SM7PKPU\yaswa         Connected User =          Shell ID = Microsoft.PowerShell   User Data:  "
"2026-08-02T11:23:25.874Z","4222","4100","Microsoft-Windows-PowerShell/Operational","Microsoft-Windows-PowerShell","Warning","LAPTOP-8SM7PKPU","S-1-5-21-3119828605-3733597828-3599172180-1001","{""ContextInfo"":""        Severity = Warning\n        Host Name = ConsoleHost\n        Host Version = 5.1.26100.8875\n        Host ID = 2722ff80-3e54-4cba-99b7-a898a594c429\n        Host Application = C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe -noexit -command try { . \""c:\\Users\\yaswa\\AppData\\Local\\Programs\\Microsoft VS Code\\e4c7e7b1d6\\resources\\app\\out\\vs\\workbench\\contrib\\terminal\\common\\scripts\\shellIntegration.ps1\"" } catch {}\n        Engine Version = 5.1.26100.8875\n        Runspace ID = 9a98089f-5a2c-4435-80f9-9edc9f735a8a\n        Pipeline ID = 2\n        Command Name = \n        Command Type = \n        Script Name = \n        Command Path = \n        Sequence Number = 15\n        User = LAPTOP-8SM7PKPU\\yaswa\n        Connected User = \n        Shell ID = Microsoft.PowerShell\n"",""Payload"":""Error Message = File C:\\Users\\yaswa\\AppData\\Local\\Programs\\Microsoft VS Code\\e4c7e7b1d6\\resources\\app\\out\\vs\\workbench\\contrib\\terminal\\common\\scripts\\shellIntegration.ps1 cannot be loaded because running scripts is disabled on this system. For more information, see about_Execution_Policies at https:/go.microsoft.com/fwlink/?LinkID=135170.\nFully Qualified Error ID = UnauthorizedAccess\nRecommended Action = \n"",""UserData"":""""}","Error Message = File C:\Users\yaswa\AppData\Local\Programs\Microsoft VS Code\e4c7e7b1d6\resources\app\out\vs\workbench\contrib\terminal\common\scripts\shellIntegration.ps1 cannot be loaded because running scripts is disabled on this system. For more information, see about_Execution_Policies at https:/go.microsoft.com/fwlink/?LinkID=135170. Fully Qualified Error ID = UnauthorizedAccess Recommended Action =    Context:         Severity = Warning         Host Name = ConsoleHost         Host Version = 5.1.26100.8875         Host ID = 2722ff80-3e54-4cba-99b7-a898a594c429         Host Application = C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -noexit -command try { . ""c:\Users\yaswa\AppData\Local\Programs\Microsoft VS Code\e4c7e7b1d6\resources\app\out\vs\workbench\contrib\terminal\common\scripts\shellIntegration.ps1"" } catch {}         Engine Version = 5.1.26100.8875         Runspace ID = 9a98089f-5a2c-4435-80f9-9edc9f735a8a         Pipeline ID = 2         Command Name =          Command Type =          Script Name =          Command Path =          Sequence Number = 15         User = LAPTOP-8SM7PKPU\yaswa         Connected User =          Shell ID = Microsoft.PowerShell   User Data:  "
"2026-08-02T11:23:25.858Z","4221","40962","Microsoft-Windows-PowerShell/Operational","Microsoft-Windows-PowerShell","Information","LAPTOP-8SM7PKPU","S-1-5-21-3119828605-3733597828-3599172180-1001","{}","PowerShell console is ready for user input"
"2026-08-02T11:23:25.763Z","4220","53504","Microsoft-Windows-PowerShell/Operational","Microsoft-Windows-PowerShell","Information","LAPTOP-8SM7PKPU","S-1-5-21-3119828605-3733597828-3599172180-1001","{""param1"":""8276"",""param2"":""DefaultAppDomain""}","Windows PowerShell has started an IPC listening thread on process: 8276 in AppDomain: DefaultAppDomain."
"2026-08-02T11:23:25.721Z","4219","40961","Microsoft-Windows-PowerShell/Operational","Microsoft-Windows-PowerShell","Information","LAPTOP-8SM7PKPU","S-1-5-21-3119828605-3733597828-3599172180-1001","{}","PowerShell console is starting up"
"2026-08-02T11:23:18.142Z","4218","4100","Microsoft-Windows-PowerShell/Operational","Microsoft-Windows-PowerShell","Warning","LAPTOP-8SM7PKPU","S-1-5-21-3119828605-3733597828-3599172180-1001","{""ContextInfo"":""        Severity = Warning\n        Host Name = ConsoleHost\n        Host Version = 5.1.26100.8875\n        Host ID = 16b81f50-c514-4b74-a655-83427d07824c\n        Host Application = C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe -noexit -command try { . \""c:\\Users\\yaswa\\AppData\\Local\\Programs\\Microsoft VS Code\\e4c7e7b1d6\\resources\\app\\out\\vs\\workbench\\contrib\\terminal\\common\\scripts\\shellIntegration.ps1\"" } catch {}\n        Engine Version = 5.1.26100.8875\n        Runspace ID = 2f37c399-f0e4-473a-a47b-99087d13fee3\n        Pipeline ID = 2\n        Command Name = \n        Command Type = \n        Script Name = \n        Command Path = \n        Sequence Number = 15\n        User = LAPTOP-8SM7PKPU\\yaswa\n        Connected User = \n        Shell ID = Microsoft.PowerShell\n"",""Payload"":""Error Message = File C:\\Users\\yaswa\\AppData\\Local\\Programs\\Microsoft VS Code\\e4c7e7b1d6\\resources\\app\\out\\vs\\workbench\\contrib\\terminal\\common\\scripts\\shellIntegration.ps1 cannot be loaded because running scripts is disabled on this system. For more information, see about_Execution_Policies at https:/go.microsoft.com/fwlink/?LinkID=135170.\nFully Qualified Error ID = UnauthorizedAccess\nRecommended Action = \n"",""UserData"":""""}","Error Message = File C:\Users\yaswa\AppData\Local\Programs\Microsoft VS Code\e4c7e7b1d6\resources\app\out\vs\workbench\contrib\terminal\common\scripts\shellIntegration.ps1 cannot be loaded because running scripts is disabled on this system. For more information, see about_Execution_Policies at https:/go.microsoft.com/fwlink/?LinkID=135170. Fully Qualified Error ID = UnauthorizedAccess Recommended Action =    Context:         Severity = Warning         Host Name = ConsoleHost         Host Version = 5.1.26100.8875         Host ID = 16b81f50-c514-4b74-a655-83427d07824c         Host Application = C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -noexit -command try { . ""c:\Users\yaswa\AppData\Local\Programs\Microsoft VS Code\e4c7e7b1d6\resources\app\out\vs\workbench\contrib\terminal\common\scripts\shellIntegration.ps1"" } catch {}         Engine Version = 5.1.26100.8875         Runspace ID = 2f37c399-f0e4-473a-a47b-99087d13fee3         Pipeline ID = 2         Command Name =          Command Type =          Script Name =          Command Path =          Sequence Number = 15         User = LAPTOP-8SM7PKPU\yaswa         Connected User =          Shell ID = Microsoft.PowerShell   User Data:  "
"2026-08-02T11:23:18.128Z","4217","40962","Microsoft-Windows-PowerShell/Operational","Microsoft-Windows-PowerShell","Information","LAPTOP-8SM7PKPU","S-1-5-21-3119828605-3733597828-3599172180-1001","{}","PowerShell console is ready for user input"
